0, 600, 1.6547611951828003, 824.9328002929688
0, 1200, 1.0116138458251953, 521.4627075195312
0, 1800, 1.0080766677856445, 469.28033447265625
0, 2400, 0.8506885766983032, 448.12115478515625
0, 3000, 0.7823277711868286, 411.91033935546875
0, 3600, 0.8585305213928223, 414.7831726074219
0, 4200, 0.7516934871673584, 395.1314392089844
0, 4800, 0.8231559991836548, 393.3802795410156
0, 5400, 0.6708956956863403, 371.8300476074219
0, 6000, 0.7037837505340576, 366.55535888671875
0, 6600, 0.7899847030639648, 355.0019226074219
0, 7200, 0.6914005279541016, 355.1883239746094
0, 7800, 0.6315456628799438, 347.92242431640625
1, 600, 0.6424667239189148, 337.86700439453125
1, 1200, 0.7113056778907776, 330.61920166015625
1, 1800, 0.7280684113502502, 332.0566101074219
1, 2400, 0.6018901467323303, 318.3192138671875
1, 3000, 0.5956280827522278, 317.57684326171875
1, 3600, 0.680573582649231, 321.22271728515625
1, 4200, 0.5487679839134216, 312.0646667480469
1, 4800, 0.547611653804779, 305.1122131347656
1, 5400, 0.6826947331428528, 304.4845886230469
1, 6000, 0.6175186038017273, 302.1009521484375
1, 6600, 0.6229366064071655, 300.76251220703125
1, 7200, 0.6051480770111084, 297.45257568359375
1, 7800, 0.5731852650642395, 298.2835693359375
2, 600, 0.648266077041626, 290.4371643066406
2, 1200, 0.547851026058197, 285.2052917480469
2, 1800, 0.670700192451477, 286.79632568359375
2, 2400, 0.5553311109542847, 287.7573547363281
2, 3000, 0.5304189920425415, 286.2617492675781
2, 3600, 0.5249655246734619, 281.3170471191406
2, 4200, 0.6754984855651855, 279.79022216796875
2, 4800, 0.5554360151290894, 280.56640625
2, 5400, 0.5069223642349243, 281.5605163574219
2, 6000, 0.5973204970359802, 278.74212646484375
2, 6600, 0.5024955868721008, 272.7897644042969
2, 7200, 0.46785542368888855, 274.4187927246094
2, 7800, 0.4621155858039856, 276.1692810058594
